timestamp,sample_number,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
2.040075,378,0,0,-3,-2,1,-1,-2,0
2.040092,379,1,-1,0,-2,-2,-1,0,0
2.055019,380,1,2,3,1,1,1,0,1
2.055043,381,-1,1,3,0,-1,-1,-1,-1
2.056506,382,0,-2,2,1,0,0,0,1
2.056533,383,-3,-5,-9,-6,-1,-1,-1,-2
2.077445,384,-3,-1,-2,-3,0,-1,-2,0
2.077463,385,-1,1,1,0,-1,-1,-2,-3
2.079008,386,-1,0,0,1,-2,-1,0,-1
2.079028,387,-3,-2,-5,-4,-1,0,-1,-2
2.091648,388,0,-1,0,-2,0,1,0,-2
2.091670,389,1,-2,1,-2,2,-2,-1,-1
2.101272,390,1,-3,-3,-1,-2,-1,-3,-1
2.101286,391,-2,2,3,-1,0,0,-2,0
2.114288,392,-1,-3,-2,-2,-1,0,-1,0
2.114308,393,0,1,-4,-5,-3,-1,0,0
2.121082,394,-1,-3,2,-1,-1,-1,-1,-2
2.122040,395,-1,-4,1,4,2,0,0,1
2.137369,396,-2,-2,-3,0,-1,0,0,0
2.137385,397,-1,-1,0,-5,0,-2,-1,-1
2.138949,398,-2,1,0,2,-1,0,0,-1
2.139738,399,0,-1,2,-1,-1,2,-2,-2
2.151169,400,1,1,-4,-3,0,-2,-1,-1
2.151265,401,-1,-1,0,0,0,-1,0,-1
2.160120,402,-2,-1,-2,-2,-1,-3,1,-1
2.160135,403,1,-1,1,-2,-1,-2,-1,-1
2.175353,404,-1,-2,-4,-3,-2,1,-1,-1
2.177190,405,-2,1,3,1,0,0,-1,-2
2.177210,406,1,-2,-4,-1,0,0,-3,0
2.177212,407,-1,1,3,2,1,-2,0,-1
2.197492,408,-2,-4,-5,-3,-2,-3,-1,-2
2.197570,409,-1,1,1,-8,1,1,-1,0
2.199104,410,0,-2,0,10,0,0,0,0
2.199129,411,-2,-1,-7,-6,-1,-1,-2,-1
2.220139,412,-1,-2,1,1,-1,-1,0,0
2.220161,413,-1,-2,-2,1,0,-1,0,-1
2.221607,414,-1,2,3,-5,-1,1,-1,-1
2.221626,415,-1,-1,-1,-3,-1,-1,0,-1
2.235227,416,-3,-3,-3,-3,0,-1,-1,-3
2.235251,417,1,-4,-4,0,-2,-1,-1,-2
2.236748,418,0,2,1,-1,0,0,0,1
2.236799,419,0,-1,0,4,-1,0,0,1
2.257681,420,-2,-1,1,-2,-2,-1,-1,-1
2.257707,421,0,0,-1,0,-2,-1,-3,0
2.259092,422,-2,-2,-2,-6,-2,-1,1,-2
2.259114,423,-3,1,0,4,0,-1,-2,-2
2.280203,424,-2,1,4,2,1,-1,-1,-3
2.280222,425,-1,-1,-2,2,-2,-1,-2,-2
2.281558,426,1,1,-2,-6,0,0,-2,0
2.281591,427,-2,0,1,-3,-3,-1,-1,-1
2.295202,428,0,1,1,0,-1,0,-1,-1
2.295226,429,-4,-1,-1,3,1,-2,-1,1
2.296393,430,-1,-4,-8,-5,-2,-1,-2,-2
2.296405,431,0,-1,-3,-4,-1,-3,1,-1
2.317271,432,2,0,2,2,0,-1,-1,0
2.317293,433,0,1,-1,-1,-1,-2,-1,0
2.323635,434,-2,-3,-1,-3,-2,-2,-1,-1
2.323659,435,-3,-3,-3,-3,0,-2,-1,-2
2.339961,436,0,-2,-4,-2,-2,-2,1,-1
2.339980,437,-2,0,2,0,0,-1,0,-1
2.342089,438,1,0,0,-3,0,-2,-2,-1
2.342104,439,1,-1,-4,2,-2,-1,-2,-2
2.354501,440,-5,-2,2,-2,-4,-1,0,-2
2.354534,441,1,0,2,5,-1,1,1,0
2.361093,442,-2,-2,-1,1,-2,-1,0,-2
2.361111,443,0,-1,1,-3,-1,1,-2,-1
2.377528,444,0,-1,-6,-3,1,-1,-1,-2
2.377548,445,0,-2,3,-1,-1,-1,-1,-3
2.379141,446,-1,2,0,2,0,0,0,1
2.379162,447,0,-3,-3,-4,-1,-2,-2,-1
2.400012,448,-3,-5,-2,-4,-3,-2,-2,-1
2.400034,449,-1,2,-5,-3,-2,0,-1,0
2.401606,450,-1,2,2,1,-1,-1,-1,0
2.401631,451,0,-1,2,-3,2,-2,1,-1
2.414280,452,0,2,1,6,-2,0,0,0
2.414297,453,-1,-3,-3,-4,-2,-2,1,-1
2.421361,454,-3,-1,-5,-2,-2,-1,-1,-3
2.421381,455,-2,-3,3,-1,-2,-1,-1,0
